,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,Category,positive,negative,neutral,,,,,,
12336,af373863-f9df-4330-b423-d2b802b30d6e,like,7/1/2021 9:36,video,food,positive,50,,,,,,,,,,,
12337,af373863-f9df-4330-b423-d2b802b30d6e,heart,17/5/21 14:21,video,food,positive,60,,,,,,,,,,,
12341,af373863-f9df-4330-b423-d2b802b30d6e,want,23/7/20 5:30,video,food,positive,70,,,,,,,,,,,
12342,6380e982-07ac-4d21-bd23-cec0bcfa1ff9,super love,8/1/2021 2:20,photo,soccer,positive,75,,,,,,,,,,,
12344,6380e982-07ac-4d21-bd23-cec0bcfa1ff9,cherish,15/4/21 12:28,photo,soccer,positive,70,,,,,,,,,,,
12345,6380e982-07ac-4d21-bd23-cec0bcfa1ff9,intrigued,7/2/2021 22:19,photo,soccer,positive,45,,,,,,,,,,,
12347,6380e982-07ac-4d21-bd23-cec0bcfa1ff9,heart,5/8/2020 1:35,photo,soccer,positive,60,,,,,,,,,,,
12349,6380e982-07ac-4d21-bd23-cec0bcfa1ff9,want,13/1/21 8:51,photo,soccer,positive,70,,,,,,,,,,,
12351,6380e982-07ac-4d21-bd23-cec0bcfa1ff9,love,17/5/21 7:48,photo,soccer,positive,65,,,,,,,,,,,
12357,6380e982-07ac-4d21-bd23-cec0bcfa1ff9,adore,20/8/20 7:18,photo,soccer,positive,72,,,,,,,,,,,
12363,b13bec8c-4469-4cc8-8650-7057eb95d3ee,like,23/5/21 11:08,GIF,travel,positive,50,,,,,,,,,,,
12364,b13bec8c-4469-4cc8-8650-7057eb95d3ee,super love,2/9/2020 19:30,GIF,travel,positive,75,,,,,,,,,,,
12365,b13bec8c-4469-4cc8-8650-7057eb95d3ee,interested,9/5/2021 13:48,GIF,travel,positive,30,,,,,,,,,,,
12366,b13bec8c-4469-4cc8-8650-7057eb95d3ee,cherish,14/2/21 17:31,GIF,travel,positive,70,,,,,,,,,,,
12369,b13bec8c-4469-4cc8-8650-7057eb95d3ee,interested,21/6/20 22:01,GIF,travel,positive,30,,,,,,,,,,,
12370,b13bec8c-4469-4cc8-8650-7057eb95d3ee,adore,19/9/20 10:25,GIF,travel,positive,72,,,,,,,,,,,
12371,b13bec8c-4469-4cc8-8650-7057eb95d3ee,interested,7/2/2021 16:49,GIF,travel,positive,30,,,,,,,,,,,
12372,b13bec8c-4469-4cc8-8650-7057eb95d3ee,adore,5/9/2020 2:44,GIF,travel,positive,72,,,,,,,,,,,
12374,b13bec8c-4469-4cc8-8650-7057eb95d3ee,want,23/9/20 18:27,GIF,travel,positive,70,,,,,,,,,,,
12376,b13bec8c-4469-4cc8-8650-7057eb95d3ee,intrigued,27/11/20 5:51,GIF,travel,positive,45,,,,,,,,,,,
12379,b13bec8c-4469-4cc8-8650-7057eb95d3ee,like,28/11/20 9:30,GIF,travel,positive,50,,,,,,,,,,,
12381,b13bec8c-4469-4cc8-8650-7057eb95d3ee,want,1/4/2021 21:16,GIF,travel,positive,70,,,,,,,,,,,
12383,b13bec8c-4469-4cc8-8650-7057eb95d3ee,adore,24/5/21 5:41,GIF,travel,positive,72,,,,,,,,,,,
12386,b13bec8c-4469-4cc8-8650-7057eb95d3ee,heart,9/4/2021 1:39,GIF,travel,positive,60,,,,,,,,,,,
12389,b13bec8c-4469-4cc8-8650-7057eb95d3ee,adore,7/10/2020 13:14,GIF,travel,positive,72,,,,,,,,,,,
12390,b13bec8c-4469-4cc8-8650-7057eb95d3ee,intrigued,11/1/2021 4:27,GIF,travel,positive,45,,,,,,,,,,,
12391,b13bec8c-4469-4cc8-8650-7057eb95d3ee,want,19/8/20 20:24,GIF,travel,positive,70,,,,,,,,,,,
12392,b13bec8c-4469-4cc8-8650-7057eb95d3ee,interested,5/2/2021 19:58,GIF,travel,positive,30,,,,,,,,,,,
12395,43450a12-1e4c-4a17-a846-9d8768984051,intrigued,7/10/2020 18:48,video,animals,positive,45,,,,,,,,,,,
12399,43450a12-1e4c-4a17-a846-9d8768984051,intrigued,1/4/2021 11:36,video,animals,positive,45,,,,,,,,,,,
12400,43450a12-1e4c-4a17-a846-9d8768984051,super love,6/5/2021 16:20,video,animals,positive,75,,,,,,,,,,,
12401,43450a12-1e4c-4a17-a846-9d8768984051,cherish,9/7/2020 5:46,video,animals,positive,70,,,,,,,,,,,
12403,43450a12-1e4c-4a17-a846-9d8768984051,love,19/4/21 16:25,video,animals,positive,65,,,,,,,,,,,
12406,43450a12-1e4c-4a17-a846-9d8768984051,intrigued,22/3/21 6:41,video,animals,positive,45,,,,,,,,,,,
12407,43450a12-1e4c-4a17-a846-9d8768984051,cherish,17/1/21 5:30,video,animals,positive,70,,,,,,,,,,,
12409,43450a12-1e4c-4a17-a846-9d8768984051,super love,11/3/2021 3:27,video,animals,positive,75,,,,,,,,,,,
12410,43450a12-1e4c-4a17-a846-9d8768984051,heart,3/10/2020 16:02,video,animals,positive,60,,,,,,,,,,,
12413,43450a12-1e4c-4a17-a846-9d8768984051,intrigued,18/3/21 10:53,video,animals,positive,45,,,,,,,,,,,
12414,43450a12-1e4c-4a17-a846-9d8768984051,intrigued,5/6/2021 3:50,video,animals,positive,45,,,,,,,,,,,
12417,7913b30d-19fd-4900-8a68-ce141192b3ec,intrigued,8/3/2021 19:39,audio,cooking,positive,45,,,,,,,,,,,
12419,7913b30d-19fd-4900-8a68-ce141192b3ec,intrigued,1/6/2021 11:14,audio,cooking,positive,45,,,,,,,,,,,
12421,7913b30d-19fd-4900-8a68-ce141192b3ec,like,12/10/2020 6:49,audio,cooking,positive,50,,,,,,,,,,,
12422,7913b30d-19fd-4900-8a68-ce141192b3ec,want,21/9/20 3:00,audio,cooking,positive,70,,,,,,,,,,,
12423,7913b30d-19fd-4900-8a68-ce141192b3ec,cherish,26/8/20 15:38,audio,cooking,positive,70,,,,,,,,,,,
12424,7913b30d-19fd-4900-8a68-ce141192b3ec,want,20/3/21 7:33,audio,cooking,positive,70,,,,,,,,,,,
12426,7913b30d-19fd-4900-8a68-ce141192b3ec,super love,16/11/20 6:37,audio,cooking,positive,75,,,,,,,,,,,
12428,7913b30d-19fd-4900-8a68-ce141192b3ec,like,29/12/20 23:33,audio,cooking,positive,50,,,,,,,,,,,
12430,7913b30d-19fd-4900-8a68-ce141192b3ec,adore,3/11/2020 19:31,audio,cooking,positive,72,,,,,,,,,,,
12433,7913b30d-19fd-4900-8a68-ce141192b3ec,like,14/4/21 16:59,audio,cooking,positive,50,,,,,,,,,,,
12434,7913b30d-19fd-4900-8a68-ce141192b3ec,love,5/11/2020 19:14,audio,cooking,positive,65,,,,,,,,,,,
12436,7913b30d-19fd-4900-8a68-ce141192b3ec,love,24/7/20 10:47,audio,cooking,positive,65,,,,,,,,,,,
12437,7913b30d-19fd-4900-8a68-ce141192b3ec,super love,26/5/21 3:57,audio,cooking,positive,75,,,,,,,,,,,
12438,7913b30d-19fd-4900-8a68-ce141192b3ec,super love,22/1/21 15:50,audio,cooking,positive,75,,,,,,,,,,,
12439,7913b30d-19fd-4900-8a68-ce141192b3ec,super love,26/8/20 22:31,audio,cooking,positive,75,,,,,,,,,,,
12440,7913b30d-19fd-4900-8a68-ce141192b3ec,interested,20/10/20 8:23,audio,cooking,positive,30,,,,,,,,,,,
12442,7913b30d-19fd-4900-8a68-ce141192b3ec,interested,13/3/21 8:36,audio,cooking,positive,30,,,,,,,,,,,
12443,7913b30d-19fd-4900-8a68-ce141192b3ec,interested,7/1/2021 14:49,audio,cooking,positive,30,,,,,,,,,,,
12448,7913b30d-19fd-4900-8a68-ce141192b3ec,super love,3/12/2020 17:51,audio,cooking,positive,75,,,,,,,,,,,
12451,7913b30d-19fd-4900-8a68-ce141192b3ec,want,8/9/2020 14:24,audio,cooking,positive,70,,,,,,,,,,,
12456,c5e2d733-94b9-4259-85e8-6fb7a95a1887,super love,17/7/20 6:19,audio,tennis,positive,75,,,,,,,,,,,
12459,c5e2d733-94b9-4259-85e8-6fb7a95a1887,heart,1/6/2021 11:35,audio,tennis,positive,60,,,,,,,,,,,
12462,c5e2d733-94b9-4259-85e8-6fb7a95a1887,want,23/1/21 17:07,audio,tennis,positive,70,,,,,,,,,,,
12465,c5e2d733-94b9-4259-85e8-6fb7a95a1887,interested,9/1/2021 5:04,audio,tennis,positive,30,,,,,,,,,,,
12466,c5e2d733-94b9-4259-85e8-6fb7a95a1887,super love,7/4/2021 12:57,audio,tennis,positive,75,,,,,,,,,,,
12467,c5e2d733-94b9-4259-85e8-6fb7a95a1887,heart,5/6/2021 0:15,audio,tennis,positive,60,,,,,,,,,,,
12468,c5e2d733-94b9-4259-85e8-6fb7a95a1887,super love,5/4/2021 13:13,audio,tennis,positive,75,,,,,,,,,,,
12469,c5e2d733-94b9-4259-85e8-6fb7a95a1887,intrigued,7/6/2021 19:51,audio,tennis,positive,45,,,,,,,,,,,
12471,c5e2d733-94b9-4259-85e8-6fb7a95a1887,like,12/9/2020 1:18,audio,tennis,positive,50,,,,,,,,,,,
12473,c5e2d733-94b9-4259-85e8-6fb7a95a1887,cherish,17/10/20 7:48,audio,tennis,positive,70,,,,,,,,,,,
12474,c5e2d733-94b9-4259-85e8-6fb7a95a1887,intrigued,10/7/2020 16:51,audio,tennis,positive,45,,,,,,,,,,,
12479,c5e2d733-94b9-4259-85e8-6fb7a95a1887,heart,10/4/2021 7:56,audio,tennis,positive,60,,,,,,,,,,,
12481,c5e2d733-94b9-4259-85e8-6fb7a95a1887,like,7/6/2021 12:07,audio,tennis,positive,50,,,,,,,,,,,
12482,c5e2d733-94b9-4259-85e8-6fb7a95a1887,heart,29/12/20 11:55,audio,tennis,positive,60,,,,,,,,,,,
12483,c5e2d733-94b9-4259-85e8-6fb7a95a1887,love,5/7/2020 4:41,audio,tennis,positive,65,,,,,,,,,,,
12484,c5e2d733-94b9-4259-85e8-6fb7a95a1887,love,7/2/2021 10:00,audio,tennis,positive,65,,,,,,,,,,,
12487,c5e2d733-94b9-4259-85e8-6fb7a95a1887,like,28/4/21 16:19,audio,tennis,positive,50,,,,,,,,,,,
12489,c5e2d733-94b9-4259-85e8-6fb7a95a1887,want,24/9/20 8:48,audio,tennis,positive,70,,,,,,,,,,,
12490,c5e2d733-94b9-4259-85e8-6fb7a95a1887,super love,26/10/20 5:33,audio,tennis,positive,75,,,,,,,,,,,
12491,e3cd0095-28c9-4f10-b04c-77b4e38bb85a,intrigued,20/10/20 6:55,GIF,technology,positive,45,,,,,,,,,,,
12492,e3cd0095-28c9-4f10-b04c-77b4e38bb85a,super love,23/7/20 21:33,GIF,technology,positive,75,,,,,,,,,,,
12494,e3cd0095-28c9-4f10-b04c-77b4e38bb85a,love,29/5/21 2:57,GIF,technology,positive,65,,,,,,,,,,,
12495,e3cd0095-28c9-4f10-b04c-77b4e38bb85a,interested,26/2/21 11:02,GIF,technology,positive,30,,,,,,,,,,,
12497,e3cd0095-28c9-4f10-b04c-77b4e38bb85a,interested,14/1/21 1:04,GIF,technology,positive,30,,,,,,,,,,,
12498,e3cd0095-28c9-4f10-b04c-77b4e38bb85a,super love,2/10/2020 4:55,GIF,technology,positive,75,,,,,,,,,,,
12499,e3cd0095-28c9-4f10-b04c-77b4e38bb85a,super love,15/5/21 18:42,GIF,technology,positive,75,,,,,,,,,,,
12500,b7983f99-c4c7-455b-a120-b144101449ad,want,9/1/2021 6:20,audio,dogs,positive,70,,,,,,,,,,,
12501,b7983f99-c4c7-455b-a120-b144101449ad,intrigued,9/12/2020 20:24,audio,dogs,positive,45,,,,,,,,,,,
12503,b7983f99-c4c7-455b-a120-b144101449ad,like,6/1/2021 16:05,audio,dogs,positive,50,,,,,,,,,,,
12504,b7983f99-c4c7-455b-a120-b144101449ad,like,5/1/2021 21:37,audio,dogs,positive,50,,,,,,,,,,,
12505,b7983f99-c4c7-455b-a120-b144101449ad,like,15/5/21 0:19,audio,dogs,positive,50,,,,,,,,,,,
12508,b7983f99-c4c7-455b-a120-b144101449ad,interested,27/3/21 2:13,audio,dogs,positive,30,,,,,,,,,,,
12510,b7983f99-c4c7-455b-a120-b144101449ad,like,11/9/2020 18:32,audio,dogs,positive,50,,,,,,,,,,,
12511,b7983f99-c4c7-455b-a120-b144101449ad,want,28/9/20 3:08,audio,dogs,positive,70,,,,,,,,,,,
12512,b7983f99-c4c7-455b-a120-b144101449ad,like,30/1/21 21:57,audio,dogs,positive,50,,,,,,,,,,,
12513,b7983f99-c4c7-455b-a120-b144101449ad,super love,26/1/21 19:32,audio,dogs,positive,75,,,,,,,,,,,
12514,b7983f99-c4c7-455b-a120-b144101449ad,like,31/12/20 18:15,audio,dogs,positive,50,,,,,,,,,,,
12515,b7983f99-c4c7-455b-a120-b144101449ad,cherish,8/12/2020 4:35,audio,dogs,positive,70,,,,,,,,,,,
12517,b7983f99-c4c7-455b-a120-b144101449ad,love,26/12/20 11:50,audio,dogs,positive,65,,,,,,,,,,,
12519,b7983f99-c4c7-455b-a120-b144101449ad,intrigued,30/7/20 14:09,audio,dogs,positive,45,,,,,,,,,,,
12520,b7983f99-c4c7-455b-a120-b144101449ad,cherish,19/9/20 15:24,audio,dogs,positive,70,,,,,,,,,,,
12524,f2f7e343-5e8f-4ef3-b693-4261971c2ee7,love,3/10/2020 16:48,GIF,tennis,positive,65,,,,,,,,,,,
12525,f2f7e343-5e8f-4ef3-b693-4261971c2ee7,heart,2/9/2020 12:43,GIF,tennis,positive,60,,,,,,,,,,,
12527,f2f7e343-5e8f-4ef3-b693-4261971c2ee7,interested,29/8/20 23:49,GIF,tennis,positive,30,,,,,,,,,,,
12528,f2f7e343-5e8f-4ef3-b693-4261971c2ee7,adore,11/10/2020 18:58,GIF,tennis,positive,72,,,,,,,,,,,
12529,f2f7e343-5e8f-4ef3-b693-4261971c2ee7,adore,3/2/2021 6:52,GIF,tennis,positive,72,,,,,,,,,,,
12530,f2f7e343-5e8f-4ef3-b693-4261971c2ee7,interested,30/8/20 13:52,GIF,tennis,positive,30,,,,,,,,,,,
12534,f2f7e343-5e8f-4ef3-b693-4261971c2ee7,intrigued,7/3/2021 3:47,GIF,tennis,positive,45,,,,,,,,,,,
12535,f2f7e343-5e8f-4ef3-b693-4261971c2ee7,interested,3/3/2021 17:22,GIF,tennis,positive,30,,,,,,,,,,,
12536,f2f7e343-5e8f-4ef3-b693-4261971c2ee7,like,1/5/2021 6:29,GIF,tennis,positive,50,,,,,,,,,,,
12537,f2f7e343-5e8f-4ef3-b693-4261971c2ee7,interested,9/12/2020 17:28,GIF,tennis,positive,30,,,,,,,,,,,
12538,f2f7e343-5e8f-4ef3-b693-4261971c2ee7,love,19/11/20 7:20,GIF,tennis,positive,65,,,,,,,,,,,
12539,f2f7e343-5e8f-4ef3-b693-4261971c2ee7,want,17/5/21 2:21,GIF,tennis,positive,70,,,,,,,,,,,
12540,f2f7e343-5e8f-4ef3-b693-4261971c2ee7,cherish,8/1/2021 5:03,GIF,tennis,positive,70,,,,,,,,,,,
12544,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,love,11/1/2021 21:30,video,food,positive,65,,,,,,,,,,,
12545,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,cherish,23/10/20 18:20,video,food,positive,70,,,,,,,,,,,
12546,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,want,14/1/21 4:57,video,food,positive,70,,,,,,,,,,,
12548,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,want,17/9/20 3:53,video,food,positive,70,,,,,,,,,,,
12550,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,heart,10/8/2020 19:21,video,food,positive,60,,,,,,,,,,,
12551,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,intrigued,14/12/20 16:57,video,food,positive,45,,,,,,,,,,,
12552,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,love,1/4/2021 16:39,video,food,positive,65,,,,,,,,,,,
12554,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,cherish,14/7/20 20:57,video,food,positive,70,,,,,,,,,,,
12555,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,intrigued,7/10/2020 18:18,video,food,positive,45,,,,,,,,,,,
12556,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,cherish,12/8/2020 0:11,video,food,positive,70,,,,,,,,,,,
12559,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,cherish,26/9/20 9:18,video,food,positive,70,,,,,,,,,,,
12562,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,want,24/8/20 13:31,video,food,positive,70,,,,,,,,,,,
12564,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,adore,10/6/2021 23:02,video,food,positive,72,,,,,,,,,,,
12565,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,interested,6/2/2021 12:01,video,food,positive,30,,,,,,,,,,,
12567,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,heart,14/7/20 19:05,video,food,positive,60,,,,,,,,,,,
12568,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,super love,6/6/2021 19:43,video,food,positive,75,,,,,,,,,,,
12569,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,cherish,30/10/20 11:16,video,food,positive,70,,,,,,,,,,,
12573,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,intrigued,28/8/20 18:06,video,food,positive,45,,,,,,,,,,,
12577,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,like,14/1/21 8:15,video,food,positive,50,,,,,,,,,,,
12580,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,want,29/6/20 18:21,video,food,positive,70,,,,,,,,,,,
12581,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,adore,25/1/21 2:51,video,food,positive,72,,,,,,,,,,,
12582,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,love,26/11/20 23:50,video,food,positive,65,,,,,,,,,,,
12584,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,intrigued,10/4/2021 17:30,video,food,positive,45,,,,,,,,,,,
12585,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,love,2/1/2021 2:42,video,food,positive,65,,,,,,,,,,,
12586,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,love,10/11/2020 8:16,video,food,positive,65,,,,,,,,,,,
12587,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,super love,1/2/2021 7:01,video,food,positive,75,,,,,,,,,,,
12588,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,love,3/3/2021 12:03,video,food,positive,65,,,,,,,,,,,
12590,c82d3a99-3d11-407d-9648-9f9560f40d7f,adore,27/2/21 21:19,photo,travel,positive,72,,,,,,,,,,,
12595,c82d3a99-3d11-407d-9648-9f9560f40d7f,adore,28/7/20 16:24,photo,travel,positive,72,,,,,,,,,,,
12596,c82d3a99-3d11-407d-9648-9f9560f40d7f,heart,23/2/21 16:34,photo,travel,positive,60,,,,,,,,,,,
12599,c82d3a99-3d11-407d-9648-9f9560f40d7f,want,11/5/2021 2:39,photo,travel,positive,70,,,,,,,,,,,
12603,cad48d10-3ad3-4bf0-bee5-330783eb8532,interested,13/4/21 17:42,photo,soccer,positive,30,,,,,,,,,,,
12606,cad48d10-3ad3-4bf0-bee5-330783eb8532,cherish,18/4/21 16:29,photo,soccer,positive,70,,,,,,,,,,,
12608,cad48d10-3ad3-4bf0-bee5-330783eb8532,like,25/3/21 22:04,photo,soccer,positive,50,,,,,,,,,,,
12610,cad48d10-3ad3-4bf0-bee5-330783eb8532,love,21/3/21 9:50,photo,soccer,positive,65,,,,,,,,,,,
12613,cad48d10-3ad3-4bf0-bee5-330783eb8532,like,18/3/21 19:16,photo,soccer,positive,50,,,,,,,,,,,
12616,cad48d10-3ad3-4bf0-bee5-330783eb8532,intrigued,30/3/21 14:10,photo,soccer,positive,45,,,,,,,,,,,
12618,cad48d10-3ad3-4bf0-bee5-330783eb8532,heart,10/7/2020 6:46,photo,soccer,positive,60,,,,,,,,,,,
12619,52995b7c-6f2d-469c-a331-596323e6ad67,super love,10/1/2021 15:02,audio,science,positive,75,,,,,,,,,,,
12620,52995b7c-6f2d-469c-a331-596323e6ad67,want,25/11/20 16:36,audio,science,positive,70,,,,,,,,,,,
12621,52995b7c-6f2d-469c-a331-596323e6ad67,intrigued,2/8/2020 23:14,audio,science,positive,45,,,,,,,,,,,
12622,52995b7c-6f2d-469c-a331-596323e6ad67,heart,6/3/2021 2:16,audio,science,positive,60,,,,,,,,,,,
12623,52995b7c-6f2d-469c-a331-596323e6ad67,heart,30/4/21 17:03,audio,science,positive,60,,,,,,,,,,,
12625,52995b7c-6f2d-469c-a331-596323e6ad67,super love,23/2/21 17:02,audio,science,positive,75,,,,,,,,,,,
12627,888660b0-7dd8-4983-858a-101cd03d392b,adore,14/4/21 8:17,video,science,positive,72,,,,,,,,,,,
12629,888660b0-7dd8-4983-858a-101cd03d392b,want,18/9/20 23:36,video,science,positive,70,,,,,,,,,,,
12630,888660b0-7dd8-4983-858a-101cd03d392b,intrigued,29/1/21 9:34,video,science,positive,45,,,,,,,,,,,
12631,888660b0-7dd8-4983-858a-101cd03d392b,interested,18/10/20 4:28,video,science,positive,30,,,,,,,,,,,
12632,888660b0-7dd8-4983-858a-101cd03d392b,interested,28/5/21 12:24,video,science,positive,30,,,,,,,,,,,
12633,888660b0-7dd8-4983-858a-101cd03d392b,like,17/8/20 14:37,video,science,positive,50,,,,,,,,,,,
12636,888660b0-7dd8-4983-858a-101cd03d392b,like,6/4/2021 19:22,video,science,positive,50,,,,,,,,,,,
12637,888660b0-7dd8-4983-858a-101cd03d392b,like,8/6/2021 2:18,video,science,positive,50,,,,,,,,,,,
12638,888660b0-7dd8-4983-858a-101cd03d392b,intrigued,30/1/21 11:11,video,science,positive,45,,,,,,,,,,,
12640,888660b0-7dd8-4983-858a-101cd03d392b,intrigued,13/3/21 1:43,video,science,positive,45,,,,,,,,,,,
12642,888660b0-7dd8-4983-858a-101cd03d392b,adore,19/3/21 0:12,video,science,positive,72,,,,,,,,,,,
12644,888660b0-7dd8-4983-858a-101cd03d392b,super love,11/11/2020 16:23,video,science,positive,75,,,,,,,,,,,
12652,888660b0-7dd8-4983-858a-101cd03d392b,adore,8/9/2020 15:48,video,science,positive,72,,,,,,,,,,,
12655,888660b0-7dd8-4983-858a-101cd03d392b,like,20/5/21 16:27,video,science,positive,50,,,,,,,,,,,
12656,888660b0-7dd8-4983-858a-101cd03d392b,like,21/1/21 22:24,video,science,positive,50,,,,,,,,,,,
12657,888660b0-7dd8-4983-858a-101cd03d392b,heart,5/4/2021 22:17,video,science,positive,60,,,,,,,,,,,
12659,888660b0-7dd8-4983-858a-101cd03d392b,adore,19/4/21 6:22,video,science,positive,72,,,,,,,,,,,
12661,888660b0-7dd8-4983-858a-101cd03d392b,super love,6/1/2021 17:42,video,science,positive,75,,,,,,,,,,,
12663,888660b0-7dd8-4983-858a-101cd03d392b,cherish,31/3/21 6:25,video,science,positive,70,,,,,,,,,,,
12664,888660b0-7dd8-4983-858a-101cd03d392b,like,11/9/2020 9:04,video,science,positive,50,,,,,,,,,,,
12665,888660b0-7dd8-4983-858a-101cd03d392b,heart,20/4/21 20:58,video,science,positive,60,,,,,,,,,,,
12667,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,super love,12/7/2020 20:14,GIF,studying,positive,75,,,,,,,,,,,
12669,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,adore,27/3/21 16:34,GIF,studying,positive,72,,,,,,,,,,,
12670,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,heart,30/7/20 14:54,GIF,studying,positive,60,,,,,,,,,,,
12672,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,like,7/10/2020 18:47,GIF,studying,positive,50,,,,,,,,,,,
12677,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,interested,17/5/21 11:06,GIF,studying,positive,30,,,,,,,,,,,
12679,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,interested,9/12/2020 13:57,GIF,studying,positive,30,,,,,,,,,,,
12680,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,love,6/12/2020 18:57,GIF,studying,positive,65,,,,,,,,,,,
12681,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,adore,30/6/20 3:31,GIF,studying,positive,72,,,,,,,,,,,
12682,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,cherish,4/2/2021 1:57,GIF,studying,positive,70,,,,,,,,,,,
12683,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,interested,26/11/20 9:01,GIF,studying,positive,30,,,,,,,,,,,
12684,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,adore,22/6/20 18:50,GIF,studying,positive,72,,,,,,,,,,,
12686,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,heart,31/1/21 16:13,GIF,studying,positive,60,,,,,,,,,,,
12687,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,cherish,5/2/2021 13:31,GIF,studying,positive,70,,,,,,,,,,,
12690,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,adore,21/8/20 13:54,GIF,studying,positive,72,,,,,,,,,,,
12691,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,like,19/2/21 1:47,GIF,studying,positive,50,,,,,,,,,,,
12695,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,like,27/1/21 18:55,video,animals,positive,50,,,,,,,,,,,
12696,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,like,22/10/20 6:34,video,animals,positive,50,,,,,,,,,,,
12697,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,interested,22/4/21 15:12,video,animals,positive,30,,,,,,,,,,,
12698,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,like,3/12/2020 5:13,video,animals,positive,50,,,,,,,,,,,
12701,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,interested,28/12/20 4:49,video,animals,positive,30,,,,,,,,,,,
12702,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,super love,5/7/2020 11:17,video,animals,positive,75,,,,,,,,,,,
12705,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,super love,29/11/20 12:20,video,animals,positive,75,,,,,,,,,,,
12707,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,like,5/10/2020 9:47,video,animals,positive,50,,,,,,,,,,,
12709,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,cherish,19/6/20 15:30,video,animals,positive,70,,,,,,,,,,,
12712,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,want,18/8/20 10:50,video,animals,positive,70,,,,,,,,,,,
12713,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,interested,30/1/21 10:06,video,animals,positive,30,,,,,,,,,,,
12718,145ed259-6151-4021-bc13-a0b5482e5bd8,intrigued,26/5/21 6:15,photo,technology,positive,45,,,,,,,,,,,
12723,145ed259-6151-4021-bc13-a0b5482e5bd8,like,5/8/2020 19:26,photo,technology,positive,50,,,,,,,,,,,
12728,145ed259-6151-4021-bc13-a0b5482e5bd8,adore,28/12/20 8:58,photo,technology,positive,72,,,,,,,,,,,
12730,145ed259-6151-4021-bc13-a0b5482e5bd8,intrigued,17/2/21 7:22,photo,technology,positive,45,,,,,,,,,,,
12731,145ed259-6151-4021-bc13-a0b5482e5bd8,interested,11/4/2021 7:17,photo,technology,positive,30,,,,,,,,,,,
12732,145ed259-6151-4021-bc13-a0b5482e5bd8,cherish,8/1/2021 18:35,photo,technology,positive,70,,,,,,,,,,,
